sim_index,A,B,C,D
58,22.22785919951907,15.067635315454819,23.577633622122928,14.215463179675737
59,11.874287066711965,18.846334661280135,12.358359105809896,14.988795148470457
60,18.037396307836495,17.486539253277815,17.022677492952376,15.030989258694389
61,15.998517964721119,16.499065987462988,13.10484688699082,9.717593428666053
62,30.827271201405484,19.816061480885534,9.949928359328936,15.210598424397045
63,32.610780985063165,22.638452423420706,8.912989870643676,10.301732911335137
64,28.334555745933113,14.810927543622608,16.77364687528421,14.709100097225484
65,17.365347642109583,17.73547293313611,2.0379014963513438,8.423580086249585
66,20.7371592430342,12.385886723311259,21.534226987742684,6.994226021286126
67,19.799777566515083,18.589916569673058,20.766008900000088,6.972090881145272
68,27.815818760774796,18.041861370344773,11.070446771385175,13.61695934365024
69,22.99529847786735,15.2983083021938,15.28045228547245,10.652103402275937
70,22.56758672625624,20.97917841943348,21.34169184438193,7.662656635663121
71,32.665166873281336,9.207928793006856,14.392449288539376,14.059051326307113
72,23.404959338675162,15.196841486770932,14.16857875716758,10.275660037346139
73,19.053176215278942,21.825329926292397,16.427222892268585,9.573512191325943
74,26.497999377166252,19.3796088418818,18.247805102349282,14.199433064072016
75,17.855024945389637,15.482170507813782,17.993378153048855,14.13764827545706
76,21.89549203017926,18.528048301676332,20.11035942238452,9.926596382841137
77,24.735486905850188,17.08816380463273,14.128254662282169,15.84544936089647
78,26.12708174494015,21.657820691692454,20.216940371801396,12.067292445613221
79,25.40976485647482,16.601345011416985,16.295570610310037,11.543030155094776
80,22.48497982496359,20.677856571965886,11.725002399050522,19.32361919826586
81,16.96991309250149,12.539774653460483,19.639183647181696,14.773058252138554
82,25.120599085260775,20.825307055530196,14.947213001906114,8.856992391905976
83,22.37902279096863,14.95250037689902,18.902326604802727,11.484508482346403
84,17.872514016037442,16.556735965265666,16.655187273699426,10.028513675906167
85,17.888898022167844,19.099552094228002,15.981584822640325,10.226402791425766
86,19.644808471908387,19.045920121857627,9.208367221910816,7.077445005192928
87,18.40777889373782,17.042074523857142,16.24643967134939,17.16505414866587
88,26.288298116010097,17.277189270832572,14.921852876690666,8.489716780910307
89,21.90743432003805,16.70110318781746,16.291814556142512,9.10465991523699
90,24.596732571205862,24.895453253915946,14.558699633955616,13.401885814545416
91,25.450719958555563,16.192023935901148,15.895529803542415,12.042990402774306
92,22.48838049274416,14.52110545182989,15.100118974349671,13.74436813039933
93,29.25571803897521,22.31149321904516,23.605428689008026,9.304643090357793
94,26.361603183603393,18.821898407517857,23.75602729321311,9.164099302887966
95,17.801390789096118,15.305756957259298,6.508779912853992,10.16738747697201
96,18.20433669223151,18.67950470015744,16.368839151593985,18.56715657895853
97,26.75211919093025,15.400512854443113,11.40526187792863,13.722828023207633
98,15.398833964896788,26.246314648588825,19.716100102379507,10.354310381812724
99,13.43432735454561,24.098591018472558,14.542827012062197,16.33335296215853
100,14.027861706028165,15.308553199379851,15.027596772463514,12.169052856325871
101,19.74967264260378,20.804444034357026,10.728960219192157,11.50356337066941
102,22.601478158559495,20.314540948198168,17.84451884384054,8.06090964475024
103,14.329429146321889,23.755066669703023,16.329938096635562,9.380135160649518
104,29.755759877612615,18.514951540634485,19.712177711293997,12.230302642455028
105,32.303739624409936,25.89161257077363,13.99257687638235,15.392964388847238
106,25.226879747925736,24.156516684647308,11.134173699600314,14.39896504568353
107,27.29212243424794,10.08186451552859,10.269188683866206,4.866674113716895
108,20.652965827777212,21.229908982424817,21.008031767153135,12.255208230102555
109,30.143077727856458,11.783682409415349,8.185822053087765,11.808662060588768
110,23.920327244696537,17.851491045040845,6.729184459072986,11.691709201644407
111,15.477652497475734,21.018221595608367,16.46825119482539,8.710986385290019
112,19.430665413316532,13.235390597669843,14.754074705092671,15.346451242194535
113,17.07136976832228,20.27175720777001,12.88038166152501,9.227083569350203
114,21.464848200227213,13.341796349157834,12.788900956572448,7.811013145353404
115,31.823625664581947,18.151612922614756,12.195097224949224,12.746186709951912
116,21.438359751545853,17.00604150127566,17.45768023932367,14.65068104944282
117,19.34749426194736,15.410728550408736,13.903151785369934,3.9461981438551277
118,14.42404468900724,24.156386923025018,21.580219481530726,11.125207447291842
119,24.882784815278832,19.39854964217862,27.312831655294467,15.910126296588633
120,21.360412042596167,13.700529896605868,8.577533480025512,12.717807270755008
121,18.218246273578483,11.602583217539156,12.420342050780011,8.220552253212578
122,30.435708175362823,21.961303926824815,14.960343422005442,17.17439452999933
123,22.38684153823809,14.123943808364729,21.09490286035171,13.88462028707565
124,16.81376922836772,17.147210308867077,11.501224641965324,7.164646406813579
125,26.630887737658206,26.589037893384074,9.397096873486133,13.967359059976184
126,18.746787154390866,15.81027878776837,12.633871948534804,8.979688912745083
127,22.242608139724133,14.260550994858086,16.084230221386957,11.825247981179341
128,20.80525976566795,13.916825040673409,12.696416982150154,14.647508939241607
129,24.504585938121902,13.599199504210848,15.3988250876564,14.630651289959593
130,13.652973594393142,20.451129942282943,12.35284783899483,14.000871190478586
131,18.183704217287417,9.880780879003854,8.497660608070827,12.177162237458324
132,23.29861250860741,13.929641488240112,17.55636336997681,6.184695110332312
133,21.66960100676342,12.55066673220768,12.396570342531923,12.169971214480247
134,17.69793317358024,16.27259809284088,19.028929862117504,9.981380811031809
135,26.17846056032571,12.913312289215412,17.120174017635808,17.044989893232085
136,9.641777499363553,14.422870418112662,17.318146749652726,11.295022506172078
137,23.855729366856544,15.280731404373478,15.347098358278979,11.455439437779823
138,27.838910308299035,19.140689413067413,16.346126038385695,10.55471508644319
139,19.561968879637533,16.055244160102255,16.58059743911154,10.527664325403977
140,23.448874284482063,27.338257415842023,18.477260777627507,10.852080393046489
141,28.006069610819722,16.159337038911858,6.845154760727002,8.474335126151354
142,12.646040394870722,16.4249246789093,15.080364188004635,17.87218014982443
143,23.634636868820813,17.01287099731937,18.31731176852586,4.259049937475624
144,23.178072790542828,21.468044050036106,9.082586792890886,16.00413697849492
145,23.69248203747207,16.129986398394106,17.531384497631933,19.9462456820276
146,22.909331275292477,19.1163375623956,13.161250393962208,9.025609180252294
147,26.151679082721227,14.144634807231443,15.286399984973368,10.32810434825551
148,24.39489912873196,19.499754665945073,19.147696874615274,10.211034105556923
149,20.650625323533145,13.596536238166646,13.226640160301955,13.324127724618187
150,25.78494308322676,13.84753221009904,18.478979639754595,16.743241690617655
151,24.067174516118506,26.444090088273292,11.897847233358222,7.640509141793498
152,13.106398755478606,24.738600640293228,17.61820786529472,11.804664526559138
153,23.399843131599102,12.93429302080704,24.78561504666856,12.448889993183506
154,22.546973973024464,21.265554941179435,16.92148120141299,12.78081255866868
155,18.04762772277344,20.12445263623704,22.52901875465281,16.705661354242686
156,29.965933133196987,15.693794720354456,11.038371692777122,11.559555077717642
157,22.278624561443472,22.923659647798992,8.226621550172165,17.3545720434344
158,21.209960507105052,16.07960462838033,10.953368394864121,6.2113799029094094
159,26.115852919809573,18.326967332667664,9.837464940414794,7.468061373315246
160,20.32107650354936,25.511803285328334,13.957522488931934,6.736734171956808
161,20.77128467957028,16.773629003888196,4.214033497962298,11.816764526772554
162,20.84532734895661,21.13375900343181,22.394377176102584,15.938083198027813
163,20.65555654722585,13.021603003346044,25.297634446263505,12.204729262423447
164,22.06964645956473,17.89138699729423,15.79237080786029,11.494341621835176
165,19.131689965598817,15.541200735120004,14.872385579638095,10.100449838491432
166,18.435771086614178,18.481502116171622,13.981903758460035,17.26579155166469
167,8.745150958034941,22.921322753191177,19.98894239630808,4.743793830319183
168,20.286562029598258,16.32975031323256,9.372123992183404,9.282126831137063
169,16.447120772670857,25.88921254518014,18.74066770698691,16.447104733942048
170,25.608360320216175,12.916670635926723,12.903218717768212,13.714780782602322
171,15.889360955540273,21.212891569169855,14.040178078672717,10.689709494920473
172,25.55479984101746,19.99662480606238,13.552640421023645,16.05597588761521
173,16.594683362000513,20.77560117228113,17.37375735134027,10.91631497136795
174,23.63066511121059,12.3688166289899,18.698965592212478,11.35284404143193
175,19.386384897404803,22.722421808566345,12.1809769823616,7.070764506629683
176,14.216854132380481,20.732647773425597,9.881096367598612,18.14648892444437
177,11.59035296058139,25.641546160275993,15.845110952423322,11.661869012889657
178,19.275404565955252,19.798073648540736,14.849871604364168,15.861941103094468
179,22.571138243310198,18.675946490608695,13.544748224302406,11.800900493047473
180,23.539008844460295,10.30313660932005,9.611584292276426,14.607236311503447
181,22.854327190639708,17.17146013577173,15.073787499181904,13.216524333987351
182,19.301201598453193,14.49957299129769,15.787387454030986,8.578066751397493
183,24.041263778572358,10.336906522729926,19.12061843809669,13.654649626411645
184,23.28014867156938,22.42118630563604,21.65811125480334,15.544155767321808
185,12.795628843341774,12.248532639513261,12.510175107935304,12.099228753538675
186,24.588295102345615,14.732290313406972,15.747740015235163,9.356206809763641
187,18.942410985040258,11.672228553866072,11.31321890771537,7.275320885474983
188,17.120633735113337,22.74489971120157,11.20210199252288,21.21517339615101
189,24.466589504404446,18.8299863460197,11.564523879199632,14.451466072575089
190,19.12181086881113,18.55111628638442,25.241684885414315,11.659335563942498
191,27.74636663142838,14.83156971553309,14.858755432784276,18.196932321029415
192,18.865164711061162,26.158272982467878,17.827326965999685,10.02736556641803
193,25.162038695277605,22.374216954981055,17.482357689488307,6.499512310831425
194,18.364314120875658,16.88878419027809,14.70520717931147,14.1745663541049
195,22.888505004666268,11.990312585097367,16.524353861773346,14.138691103225653
196,24.7989522396552,22.861496463058756,18.330691816811488,13.601901444100191
197,21.649171442706766,10.525930787523414,16.7237777146088,12.72965531686544
198,23.357894185976868,12.253655563512943,10.678878271187475,15.690442449772982
199,21.802224230716725,21.066894555369533,15.111301465209966,12.102730315939855
200,26.691419029879988,15.67442164442483,15.383251105485975,10.380943721472487
201,19.82751886283842,16.610290076017808,15.890786511293927,10.325481467932189
202,28.278780627867604,13.969747706194887,14.251490971742296,10.46057636218229
203,29.234889421768663,18.87928709087949,19.12243187852462,6.794890390636776
204,23.335251329346296,22.00237591827979,15.32560549666093,15.72656215247971
205,19.41355774949814,24.343923689794835,24.192815614297906,10.723320130227364
206,19.77248739299614,24.541831863232716,21.315162907964783,10.164521479949183
207,19.899065914520712,16.733482338439163,9.624326040972214,8.789044561211046
208,16.97929616623966,14.548526969420399,14.86662832506834,12.823566160685536
209,29.752502464070385,13.501826452531358,18.93569847772333,11.247794624421664
210,21.752681451737836,21.036864812364243,10.507192744983751,13.339485738252982
211,22.83226104106528,20.21543075095717,16.154663860848608,20.59154273081864
212,18.81130007874342,15.612810331070861,12.510981487608783,10.059616548780198
213,18.81306436346741,23.35286727145821,20.680278338404214,9.998219486875929
214,17.838222134478855,20.124365804963485,12.792159999010487,14.217188738683886
215,23.0146151042565,11.178423142309263,21.194058322938503,18.285070623181824
216,18.93605654757807,16.25754957786415,16.14648862312149,13.17210637982845
217,25.29272136336415,27.043546770371954,14.28406916021412,9.200698348976875
218,15.103403859927365,14.71578142202164,14.873872416416491,18.28547492601583
219,19.411943504819142,19.008908860796872,14.935174773130017,16.160028763534555
220,34.63466212936811,15.601994329576566,13.036291105087637,15.651383175247084
221,25.40945744813156,26.307725497190525,17.32800057918354,10.735903083841006
222,24.953274153461546,22.987038158699185,18.276753702248275,13.770134455152776
223,27.333373447945768,23.257988444337087,20.521845711317184,14.262839380814317
224,21.164409598415727,18.660813002771352,19.826084370119524,9.138218828322605
225,23.843366544364507,16.228648687022915,15.11507985108554,16.474571035160295
226,22.955495340099517,18.20827644318916,9.559862814986225,14.614259461615527
227,25.227420905705376,27.732319396735168,13.76031509970893,12.761743732258164
228,23.246918418553776,25.097639706141194,14.61323078548281,12.972917302061513
229,25.039482548582697,18.837552358051454,13.21187041888459,12.67858096723309
230,27.36815874929886,13.376817556532998,15.53180653618232,9.549199647552308
231,27.975233144624212,11.141358953998374,12.765401437575642,13.322117722559536
232,29.827620146171704,17.698488033346703,12.774708300914652,18.58205411495616
233,14.75993049791878,8.11058921153221,16.771146106042547,10.249582788270105
234,16.893835914346433,21.191279430955316,15.976092967482149,10.025869706479961
235,15.598478006645529,21.930665816757113,17.601967691455734,11.652369518820823
236,31.233184980238327,13.17797219926885,8.895645614980015,9.579910797060657
237,21.77206991822251,19.09519128120213,14.034446589394124,13.232285364735112
238,15.742302879047779,24.501444181235392,14.670721057267784,15.910298740325304
239,23.71362673188852,20.054155017220328,17.276638451864088,13.564086138216052
240,25.21361379933772,23.97887066968047,15.78007861721429,14.47693160945996
241,21.551321528563868,24.480848444252942,12.290283708060795,18.30186506812363
242,21.799210246778284,11.561658669407578,15.516927027281689,9.619157111495937
243,26.203217744943622,15.060166716141559,13.214747417816103,5.387158551318677
244,19.738468403754617,7.094174823305776,8.673185004430415,14.67087390133721
245,25.92900079325416,19.911729534802213,11.128435076247882,11.832497065987233
246,21.981987304547157,12.787373535819704,21.017154070052765,15.07004274448367
247,20.89517913085168,18.121781707785562,15.834111167065364,4.853900956858362
248,20.764113087397014,14.931961704644454,10.996355920635763,11.020229599468365
249,30.988432634247612,20.87732028139102,12.707926382205843,14.000097560653241
250,28.99677718293001,22.155812562063034,15.231486777508751,9.730689132938
251,25.49111656806795,19.76817006384982,18.57746905495153,14.218902367149227
252,27.247763576596675,15.587663928941122,20.268066513599216,12.687728324974444
253,32.37630436312632,14.891184871886109,21.939739656367706,12.686092595766878
254,18.74290998192776,15.824859548364277,13.722050174976175,13.487654607841677
255,24.6141774401775,15.416468600647603,14.902773119969766,19.498101986463656
256,30.637715850503557,19.957236729814596,15.145492685637072,12.41546058363677
257,25.06758986365208,13.395226264726873,13.971791509324209,6.1613687325629085
258,23.996115613026397,20.910943593458654,13.064072190512885,17.507762177282352
259,15.871171684988294,11.41472790414278,15.905976317321539,15.670048681895427
260,30.419638457289345,15.928959338193966,19.311076787425385,11.860354772009101
261,21.136863500295902,21.9770899044993,17.607097090852964,6.479748948360916
262,29.38270174862948,24.205093561072655,12.489087306478202,13.380601675682037
263,24.470150931413695,19.17125306216668,12.796498891625006,9.648889350492002
264,21.872229645042772,23.277370892592653,17.17087844891351,10.699277732870122
265,25.858493553241722,5.178784193708351,19.601483535482693,5.9129653313187225
266,20.18779529298434,12.962791873896307,9.82579921064772,16.068759161631764
267,19.661493993440544,19.560950693147277,14.812657926153717,13.669996431218518
268,22.384109455301278,12.226260279852717,18.98877035444185,10.272294967628373
269,14.217090506701245,16.0790860869745,21.009018783287022,14.976791937815102
270,20.256739327960705,16.429595981182114,13.715577909543317,19.270767768476727
271,23.909677261157768,19.93381182547171,19.118666400022814,12.83186870763413
272,20.704789270896484,17.117358513586378,14.714974595967817,11.87083524500988
273,25.6381477181849,18.231136944973667,17.928216379783972,11.714297522943978
274,22.393175951580453,9.00781671032982,18.671202564436463,13.214827196685233
275,26.99005054929826,4.96326213234131,23.35938482497214,11.511033420999059
276,27.540914083687582,13.31643536725963,17.45095978087467,8.311609693317527
277,18.881155196520975,26.615383904453456,14.23327046891359,12.758690892688316
278,26.35033865344377,20.22743553826421,15.597544467950986,13.27416098116823
279,34.01707792619138,17.73206320021309,15.79736223448153,15.67191153684357
280,27.52762966478992,23.33765477233915,17.54796138765906,7.993293229084659
281,30.167157661505478,12.835567028637248,16.209157513506494,9.35836989554952
282,21.679308267035037,19.479661270995454,16.284611992881498,13.47548328817715
283,30.068556345293235,20.0350943431548,14.017141579800434,15.370454866953539
284,27.947352444623203,12.47148450587894,17.389796425445887,14.452922857747986
285,20.51218248320004,24.19174990749626,14.396450432093264,12.437556385064374
286,21.13464087858065,18.070728750250193,10.615373598960751,6.962474755326838
287,29.97252531612486,14.18293493396445,11.0322475917453,4.463658073873374
288,18.805191261552487,12.048398097207542,21.57403258933107,15.535030425566774
289,18.559248274111383,28.138435221783954,18.922214342582716,10.857709318492653
290,9.502971425632136,28.318236138274052,9.442183623741023,6.244481440256983
291,27.112852160048202,28.97520106172747,20.526535948904076,13.96344150966357
292,24.97377170832643,21.83822766996279,18.031310326761364,12.97950656458926
293,22.52100551975938,17.71795589061204,11.984022793287224,11.019144017308305
294,13.535215929023073,17.563566465563813,11.051018393392212,8.143310954056314
295,22.899470755767393,24.263360665122935,18.668454382951808,6.497988956919718
296,17.051859317148313,22.2370316525279,11.070135567648135,11.215963048870817
297,24.75026049512276,13.640471159973389,15.422822215942508,7.331575159903867
298,18.99316178024393,19.441183166673582,8.62885183984002,13.545622391710499
299,21.901811005366593,20.48627469536764,15.894020060987806,16.772889771976605
300,22.626122513239537,16.067224875070906,15.490131344496127,13.901926337542472
301,22.24430035162852,18.182486655712253,12.191763760963537,9.68114326009929
302,14.986973641001534,25.878142203928796,10.023390560459603,9.576727429831713
303,18.40796367215401,22.029744673714728,13.819611828012818,16.367344302792382
304,18.63254687878066,19.25789789450273,11.659778310902261,19.510616150773807
305,16.062007904852436,19.398468104188236,17.537718423490514,13.448808561343801
306,21.073561705611457,17.416474073713378,15.176199901011731,11.486066040323156
307,26.819395583974547,27.94388035918699,12.760361284469225,7.200166155990072
308,21.558589758243727,29.60900612003646,11.77765464979308,17.733341190829513
309,30.388504070382204,15.502813986550544,17.272596147449484,17.69581018931809
310,20.104361295062564,17.085253532562692,12.675039589523767,8.450813523140656
311,18.753612274669965,12.494607961206347,15.142036308635447,9.30897938738179
312,23.16892955895374,10.997630203291315,16.327591830528476,14.919443745437544
313,12.031321787142723,19.690431473985786,19.91550685823479,7.767081683858949
314,30.362861934188516,19.87956367816712,12.173651057721866,11.80188292822788
315,24.79163456260861,18.340014175022993,17.15311458745302,8.775166035078364
316,22.84680412018039,11.637677100710258,14.558924779886066,8.839189248459888
317,18.322350287051165,23.56506541626584,19.36365259784297,14.128616355812362
318,16.538436176637106,16.580094757954452,19.85663559261125,12.496418519237693
319,33.59664769990847,19.76158012455296,15.76003145428216,10.911960105616508
320,22.66770452391141,17.313405208586936,17.83250018613294,15.346999464215116
321,18.070052697460252,12.012283188023584,7.661624524879746,13.786322174426315
322,16.483166969130632,8.315967551658998,16.564228045886843,20.731549373798664
323,21.969645442300532,21.773229132887025,15.324763220564455,11.651954817513749
324,26.595382414938843,16.690456293807724,16.067701886658185,13.124049545807091
325,18.659547731784755,22.466594270006258,14.299122359032674,9.354577761531935
326,24.682549217852017,13.954963940297578,15.113871265205049,11.968789533156057
327,27.42947782915789,20.13223214035723,14.895178304208818,14.858938303074442
328,28.951037745086566,20.50514082815995,15.035528638295359,7.404440757552908
329,16.674431684623137,16.63032367911471,12.56608427283895,11.349782571593433
330,22.283249624485535,20.38341269211797,14.716210161835766,13.701665248890272
331,22.3223720740506,9.11017118818657,11.248527301753956,11.501716990655416
332,15.951526285794461,20.70403332215964,21.124788489523215,16.263714105885395
333,20.93278564534896,24.709033863514154,15.59073671490446,10.817186683504847
334,18.9329866822953,16.641095095948586,13.450061713374756,12.59921095037044
335,22.802869905249324,18.013129019972315,16.74726060721962,16.16599054902333
336,26.747770677206617,11.31454288534126,4.786027896758055,15.276649785457314
337,15.165606507922895,16.99347677845945,10.324340737490548,5.6989058919962865
338,24.70731364102394,21.41424786235677,12.690006475470758,2.929828965503292
339,19.268777758737585,19.76508394012731,9.084793924641392,12.645211320852443
340,21.923450754135022,20.606866029482028,15.4765900355481,8.592816261677603
341,27.982857508322457,17.282309492255266,14.88767851144363,8.731430698147776
342,19.783588744042447,14.019984877099345,14.312260314242756,17.994147011530305
343,15.140494285343218,10.743914877197998,20.89374354982348,11.270562090993458
344,18.654636306700418,22.68197825767853,12.576356337523146,18.391526298119263
345,25.389629356696346,15.801958832800056,23.628690876494982,9.875037829321668
346,25.710476860046533,19.344144637508595,20.203817735907837,17.460335367067138
347,22.160020745328833,14.609505453427444,16.842102760658488,9.628549183076967
348,32.066936237633115,18.607160599170314,13.532255624323316,12.642614507923726
349,15.264368552351517,13.632587880468812,19.808674868338418,9.703229771849001
350,16.7654450865903,20.418705493130357,19.744308333300648,14.514904693763834
351,26.980238429029082,14.590837419553626,9.312094082254342,17.257167030300565
352,20.38660080578932,16.87241343457172,20.314511030687996,13.945207064849631
353,24.27943886040804,27.74086623847151,12.417919318703717,15.243263005066481
354,22.285065624485423,19.208459620862087,21.112875188237112,13.77350502284347
355,24.691480395248163,22.82434360759872,13.53528490285193,9.060137236334837
356,16.775954029894834,9.155159492460406,23.233990407154316,8.140785403675912
357,20.89373188207114,16.75513706215598,16.231139024782223,14.855480634611517
358,26.302367441798726,15.373054661513326,14.330720815579003,12.988798026583009
359,20.756544369082263,25.23394806556623,16.95971389620718,14.568162137647251
360,25.314406343337062,23.278244296314135,15.7184973088112,7.456829579827746
361,23.998439758763208,15.067456039264535,12.886333593137472,14.053922858829553
362,28.19141535716818,18.091264245624043,16.231551235635912,17.95443728446064
363,23.203765897442842,29.70670355594134,17.253333838593193,5.830133602996945
364,25.766708105522664,19.712500153268362,20.15557874376812,14.351011261924164
365,21.307720080081133,12.491158141229935,14.168078599387561,9.026500671213801
366,19.097382750976386,20.650691856759003,21.67955016282618,13.377801216109571
367,16.020584689824076,20.005016545786017,19.788746934353693,9.864816314940068
368,21.32991416663541,18.066579316930405,11.860765546522485,14.27089152016719
369,21.395259256961094,19.8883308067898,11.449109176041171,10.47014205812562
370,25.611906789138857,16.319650779578694,21.906828026727947,10.596885860164107
371,23.12342362875943,22.195848535485187,9.32300536946765,5.837726636077023
372,14.371718427149526,23.687119010033374,12.793272426297701,20.955412494868668
373,19.178762006713058,18.832511889987913,21.16956285612565,19.018862256062555
374,32.30751788318199,23.430224884745602,19.086356330858706,14.064773719488379
375,25.89180538083319,15.516862970354957,11.726562138395174,11.989440561896648
376,21.149076887375358,15.961087095316845,17.787449108693746,15.343410892964913
377,22.442034431459238,24.64856497231437,10.428448331389145,11.321297872306038
378,18.415888396985977,9.603168471338556,14.677153888011802,11.579515167330865
379,29.567248716210656,20.833203253051856,10.89677956953945,18.486958264826985
380,28.105168477626766,20.615043106084055,14.088615323681749,8.638636073131934
381,20.138966119644735,22.900707165264432,22.536117552974098,17.395850745932172
382,19.55575289106863,12.963483020367239,15.568445861940079,5.813564987746256
383,23.615838570923906,17.334625170432684,13.135338362332158,6.419157219261835
384,24.568000532848583,15.600998028227078,10.320428715523807,1.9496023168481234
385,21.862425474746818,25.975228686629325,21.639678843771698,10.392965874673864
386,18.988939698191096,20.111651440719875,11.006829118334757,13.058662667590449
387,25.830401391923452,23.518439851693078,14.593321820839,11.283144837891362
388,17.610087066217194,14.282200334840851,14.099255522118344,13.289857601409185
389,26.567923131166246,14.382406973861881,20.97047399872807,11.047680485135377
390,21.89316352825782,14.637625442079438,5.305400860986362,15.100906012445414
391,25.684219485462165,16.731373760050253,15.266615211550555,13.804683565317555
392,14.187270715567287,15.624888878862441,18.18336750300943,7.612726333971626
393,23.467789660833148,11.894327024116986,16.868999768349852,11.876515039005668
394,13.924340920472453,23.247139892369596,12.062907708036622,9.166619812672732
395,23.002845986154714,23.16814436928114,10.932589679603396,12.2151769229137
396,24.144082501652864,21.117430495210726,15.702353125570815,10.712660787435158
397,17.862048896756402,18.39062667445581,10.713664926505892,1.7791105185860108
398,24.182799020788337,22.06613386792653,5.5441930155536525,8.46810879401711
399,25.095771305025988,27.25649769556908,15.075005541473283,9.44629346909516
400,21.0855177944758,24.18760033353245,12.412475751197018,9.201676657149648
401,19.58628238908984,13.711760512309063,15.495053738289359,17.68914520037224
402,23.615396365580146,16.863246518437588,13.832560502884396,6.529303214615954
403,26.415548885735795,17.64655353033024,14.275670212812646,23.174552202860326
404,23.49376454182843,14.615865846680837,13.295980606959265,16.021416755767294
405,22.56635205268882,11.527343395214531,18.68098601677496,9.662353028713316
406,31.366488881087726,22.853470868452074,13.201780290165546,16.47826440951367
407,22.339277552637018,21.837236030217802,16.936110533412055,9.034783725949504
408,18.78225083841269,22.637138975367755,13.659670480835883,10.5871214847786
409,17.224387103253235,19.909633626473482,23.251660823322197,8.260397695706141
