sim_index,B,C,D
58,19.245108596985087,18.307883884610785,12.04317507695082
59,24.540903347207927,13.936917461493893,21.518079421175457
60,20.81550306494253,11.569452923645068,8.252367665574651
61,20.171125868594334,14.104670198995585,14.49845443270286
62,20.12956931058095,14.707233820144513,9.035377952900493
63,11.18318748891361,13.218584175685839,15.001535689577226
64,18.963421848585917,10.016390086964794,12.60831275557229
65,19.733928208779766,11.463390180355498,12.53909148328129
66,18.261939233007,10.427941723984372,13.254546999554886
67,20.523530368657056,19.330484728462352,15.684834081516172
68,11.80048784419309,11.252923910208548,13.807512119379052
69,20.31203677910494,17.058615232791034,25.482382689815452
70,20.569007298119253,19.540511276942542,15.33540092719956
71,20.93126063087609,13.736926682844006,14.655682288345899
72,14.522286534580926,14.05509479145871,10.303359861252648
73,18.368433627238453,24.25838057940185,5.459511571248649
74,21.08817085668531,8.547034816787082,10.35019735436897
75,22.90027768635315,15.25378204182656,8.22546016919514
76,14.781133308330142,17.720582817213344,9.443791992202028
77,18.974063653118886,15.181623795816062,9.718846414655763
78,27.647748401963966,17.52910351528875,4.906138655206079
79,18.839044416462425,12.352283379995102,14.984520044627295
80,14.433656677052847,14.543483681832317,13.769370165728052
81,21.895898373765547,10.196161983096708,10.829954232782578
82,15.862746099775697,12.388139686381022,18.181470345792334
83,19.8224176993243,9.95522427358753,15.21432442656902
84,27.54970288655685,19.12335478652797,6.675546231695034
85,15.820946672101869,20.069127430916904,9.521503553340093
86,19.997187426658027,18.097174864702783,8.753171219494746
87,17.7321358977219,2.035116909623941,8.421617514016251
88,16.863443318730777,10.009642934545633,17.716606624284932
89,11.564363799177153,13.244206380828297,12.46154037817564
90,24.48572980079752,9.252135148297345,16.07106255167433
91,18.04604877458814,11.073935181206707,13.619413444250085
92,18.895768630080614,12.598523018859735,12.245154990430626
93,16.26608881412208,15.455250349019432,14.318030073547494
94,25.137075672654085,10.043877842927333,19.46488107167621
95,9.215604902148742,14.39884353069864,14.063550825433556
96,19.264463404807646,12.50834132802205,11.272294714023833
97,15.781495794035251,12.644052859654973,14.975891997871262
98,19.606569686842715,12.22726807361136,15.149308584623078
99,19.38284784394474,18.250505555762572,14.201334257835956
100,14.269522450850673,12.76181761463702,14.618460011379756
101,20.74666619445059,14.914522681394358,12.409401404898928
102,23.74949203104791,12.629798714672667,13.91339280606863
103,17.09013306404748,14.129895223672692,15.846604254238766
104,21.714373570446135,18.251507440709823,16.5657132041212
105,18.094517287347415,17.72774670116861,10.912581758285338
106,19.458748586197988,14.478434268622243,12.339076396899346
107,20.678206614466113,11.725293893901881,19.323824992525267
108,13.47292178325134,10.14633071888699,16.058075223090846
109,21.56248212283321,17.494051852396957,14.196218868685218
110,17.944889522188884,11.41102110790775,12.267237192956488
111,14.952772298195498,18.902553491429483,11.484668808651744
112,14.285262614433698,13.716987406500436,13.447681061905342
113,15.463239512382113,11.712847367685063,12.855831878774257
114,19.10234956998925,12.97147699816505,10.351920362432486
115,19.044224718109362,9.2069530323806,7.0764478772955055
116,14.767001004364039,14.148413890122969,13.090143576712684
117,24.639102976272984,18.426115077703965,11.435289151938568
118,17.914427064437902,10.989942009287866,11.937362070628225
119,16.701036124859378,16.291758687322986,9.104620331549476
120,20.337059314085273,21.12936189950273,11.615005351080283
121,19.807702749445237,17.75934378976876,10.59342292304981
122,19.008416168146876,15.049682677901194,12.341366577316514
123,14.5214559726504,15.100410174282072,13.744573367742571
124,24.530146235077687,18.832633988777616,19.531046114271604
125,14.546935967003776,18.49163367196975,12.6414737851079
126,27.854113199479524,11.760095407427553,9.05805968496853
127,15.3027330955019,6.506256914903622,10.165610174033164
128,14.583903023008359,15.603901937772296,13.197430235275815
129,26.44276877647149,18.79594321207045,9.974869687855975
130,13.95713397893239,16.970430017759668,7.380042740846945
131,26.24156444634459,19.71214512909901,10.351528141058147
132,10.290894619091048,20.420739175901872,11.599866870173457
133,23.570173403880577,8.618496960520366,9.902943541458049
134,18.023596648731825,15.187906246372982,10.424661105941459
135,20.802824695563743,10.727610315190365,11.502612586325636
136,18.541330342703546,17.057385989956256,14.48931046065773
137,12.93911058672959,8.866992483043465,16.477482152261512
138,19.495413053908162,12.005036091104117,17.42990965600867
139,18.520535854317863,19.716832773833822,12.233579108994704
140,27.273365661968942,22.015044499782025,11.120567500047018
141,22.3720692792946,17.57852488498269,16.786794418148038
142,13.65784442738953,17.74716281303552,15.705071921596595
143,10.085672311095987,10.272358401281124,4.868902212353332
144,16.787669244999492,17.870993992896228,17.257300629105206
145,18.333426511888987,21.51423314681596,7.166049734382989
146,10.334779022901804,14.783030645958103,13.347941632075267
147,17.852873633576582,6.730334247241503,11.692516541132065
148,12.12988724772816,17.68268799769891,13.28443231591611
149,13.770540961526901,12.947413946660998,8.295823597045835
150,17.71794406227073,18.82076029035069,8.548074629895705
151,20.268209319830298,12.877425096076347,9.225002284925308
152,17.51836338020449,10.859360006265948,10.064641057881232
153,12.609549483350182,22.86257007785795,12.12180045458598
154,14.851235214033366,15.858064259440017,11.607876992862952
155,17.005636802100497,17.45734341669894,14.65044501862996
156,15.612744835752626,12.698353858303815,11.039655693612083
157,7.641354758689868,8.946293607203723,16.792118263800578
158,25.402354710755777,13.99881381656016,14.015002339464663
159,19.400625695445914,27.314565542899107,15.911349486935116
160,17.42437083833655,11.178231465538943,6.379728565096798
161,18.915586361402504,11.973974230344773,7.023282152780407
162,15.09042202090863,10.675791194973918,17.90864324776652
163,21.96737890627253,14.965406954727651,17.177958372293215
164,18.348157384414282,11.554627049283878,17.332588507085518
165,20.425095196580966,10.84936468058779,11.334868495267031
166,14.059717859768591,9.471486731912687,15.246389813011003
167,26.592374882115585,9.399878414639595,13.969315513043211
168,15.072108438951778,13.053493451019536,9.929024545001957
169,14.112041536440827,15.19673484473899,9.093396962623185
170,19.217055716009273,14.79821859020018,11.16321735769192
171,13.91596352081281,12.695697309036179,14.647002573250825
172,20.254127344309715,11.088244708051572,12.348670669043962
173,21.38124205517305,8.320077610126798,13.903700545168947
174,15.01819308474369,17.284425144074188,9.328787258771783
175,9.878030547009665,8.495364663130594,12.175545458351777
176,19.168751257746667,11.381938434612215,14.236434941928607
177,10.523159719789682,14.740773938627257,7.765091775280292
178,15.066737514890283,15.191592702094347,8.989830159945637
179,16.269500050965785,19.026348832642977,9.979565125814709
180,21.760614504293137,10.47861226211365,13.854936417348936
181,24.487058792960553,5.109006063760313,9.213046028420756
182,20.59682457231243,14.186049795754482,13.298220872091928
183,15.282066659778808,15.348210443314667,11.45622191448183
184,23.25501927746913,16.01410347332642,13.178606319299993
185,16.146553652448898,13.050838202414862,10.487946419604096
186,19.775034640702337,13.314853457453472,13.014268318833112
187,27.339303593904475,18.478136066816614,10.8526967644267
188,23.40546264973775,13.36401690749708,4.864893132287167
189,13.463611600871682,7.5199245990069485,10.775783361878942
190,18.082882706352983,21.70569082227589,13.140664974473871
191,17.01404762036011,18.318292959199134,4.259739588564955
192,19.060265511488545,18.082737641117216,6.82282417827697
193,23.14689319443118,16.350479284410188,10.543363371049772
194,20.847518397478282,24.080829098719335,12.630398984464502
195,19.116992638351512,13.1617960710737,9.025992233284047
196,21.736511174449106,11.57312047438312,12.2505374764389
197,15.850541489556974,16.917382903262403,13.167813376826052
198,22.668929749160547,12.956754633557846,11.054325335836857
199,13.595563278979617,13.225827684854416,13.323555922891806
200,21.406448774904085,11.309019390011848,15.043969779467327
201,24.10037036462228,16.649583692086413,18.565047913147556
202,14.517948604033922,10.02375454378479,5.778744182266668
203,24.732199401701322,17.612876033889112,11.800913320978843
204,19.25985881843919,10.497186945181685,20.56191545953093
205,18.581495318888525,15.437182948388697,14.539678382745175
206,20.164541542815208,15.894061397098184,9.231852077746861
207,20.12160760711198,22.526650584015982,16.70399736732427
208,25.169339819877287,12.950254301501005,8.5341012634807
209,17.433958859551584,15.223285158212224,15.82981672561621
210,10.383909166283313,21.12338739132799,11.447313980091128
211,16.07903518523661,10.952892205753916,6.211042977496339
212,21.704267627828614,15.290748518762474,7.4832459604925825
213,12.172145525713727,13.660831400745677,17.845016377171696
214,16.831838918863777,8.988225678061617,11.143623011824584
215,16.772743936135484,4.213292575002933,11.816241009288703
216,16.960794614060948,17.78553252491368,18.470360698406324
217,23.069542632964907,13.920992295055981,8.12535067851849
218,29.580119114624374,15.22898554955277,12.04319524691337
219,17.891437108004986,15.792412761022195,11.494371206745017
220,15.418520969038937,12.814323322842137,11.887729810659147
221,15.554588529898059,12.150283465882591,12.375158701126495
222,16.85260252160615,21.01675176926191,2.7189700424273404
223,22.91178083365108,19.9809935117109,4.738200342761039
224,16.45790582663843,13.51528741217917,7.0752189307285756
225,14.499824905841061,10.560082163146536,18.13693236155813
226,22.210552769163577,20.083350752584398,14.521189954336409
227,12.91926702952247,12.905380432076726,13.716301747345863
228,12.500424859986246,17.855739070285708,11.159934990048233
229,16.31330636602681,17.844987975592215,13.55421031086502
230,16.375652253814142,19.63842432100364,8.214592573177576
231,20.771710231249187,17.370516308538466,10.914034717291774
232,19.46759860008953,9.994547468709255,15.236047974200813
233,17.16794038600655,12.909675312179765,15.673025539646527
234,14.830453392557583,9.368315492727843,6.556262116881921
235,20.72704478105538,9.876426492256353,18.14320311840225
236,8.631317664523252,21.792205216566167,12.73937182364828
237,17.564790996583234,12.820620747370292,13.39833120754732
238,17.830643839088182,19.413321593841562,12.397545301518637
239,18.67635792657845,13.545090858386967,11.801141259182177
240,19.385107960014267,8.158384933557793,7.284315791187793
241,21.344688423102216,15.681183225225451,11.354128626657976
242,18.08295269879427,16.390269907694826,10.110068614538289
243,14.497628735689593,15.785766526981172,8.576925733132667
244,19.83713740071512,8.188416166025972,15.60477840307526
245,20.126688670858695,16.022669984007667,15.43787870389418
246,25.494635000081594,19.05237389171877,5.551283957791444
247,12.241903649689343,12.504648708929194,12.095339679648296
248,20.329465592111053,12.095438820155877,12.6541238624406
249,14.60077680441005,12.556244980729662,7.079574360538419
250,13.845450392500931,9.596093150944183,8.589249214201757
251,22.741388084735277,11.199175832716858,21.213115360953964
252,20.219930553964,15.737832110873315,8.994317035222178
253,21.15139445734046,12.695302712042595,12.426771954651631
254,29.520380422209577,14.607913089626791,16.017253975050373
255,14.835706086933506,14.862201525022959,18.199358231988167
256,15.178648239955047,22.25171394468092,14.474625483079912
257,15.468899508475795,17.53135434223929,15.403790671386016
258,20.798144829977385,8.717196931290632,9.45702537949095
259,16.88616614001823,14.70302508962164,14.173031286021992
260,18.79965450419964,9.658079426850136,13.333137847196578
261,20.747635853777204,17.2372895064379,15.780259686374709
262,21.75264969547007,16.83416355694732,11.75168972126641
263,10.52567579917804,16.72356371364916,12.72950521077992
264,19.222104767379182,9.892174725960682,8.21842738466516
265,22.739187839998067,14.838551202757147,14.383112013176667
266,18.127432692587067,15.118937718747203,15.283869486643919
267,15.677798723021818,15.38606482620282,10.382923348706221
268,16.04476697655458,13.764643730054742,12.779038242173506
269,15.845631202514353,20.02449053501866,8.867233349481538
270,17.159077601273886,13.241649100814382,17.06574417120094
271,18.884496494302084,19.12677444682697,6.797945865053355
272,19.201726196411666,18.55770354873187,12.285550757148705
273,22.794661687794083,12.927580791344838,16.931557892970975
274,28.345041556286624,13.541599374527586,10.436655463660987
275,24.540230147029654,21.313831669876937,10.163585687156923
276,16.109159323068642,13.874149893700787,7.295907185663231
277,13.866066240821109,10.98625405515579,9.31676998634221
278,17.843918006759484,15.936964974606022,17.42632817883536
279,13.507406816675442,18.940348691346998,11.251067344627081
280,17.777413306564053,17.699428797140342,8.069153187141232
281,19.72084385782823,15.664636437181754,13.722419923725026
282,19.301258897585182,24.82031128755188,9.762113541175466
283,15.61051370249182,12.509066290561695,10.058268090610037
284,15.13175792712067,19.75801850997645,16.97059668856661
285,15.431641678127356,11.67232819317245,13.652917029031322
286,15.514996300735628,17.533419256324557,12.710058920439648
287,11.179151482512456,21.19466519651975,18.285500018297185
288,15.242450892820262,13.451072596108144,13.002641085274412
289,19.505055554941613,17.633151107198593,19.03361611326656
290,17.20373747627678,11.807354355592473,7.1744444139663415
291,14.710814820261364,14.869732666453986,18.282563152431727
292,15.670749154337228,15.89673817705624,11.943139760006297
293,23.347769730516376,25.104083955009877,10.134113127780664
294,15.797522508668001,19.178142560082353,14.385446682758324
295,26.310182965812153,17.330051345557152,10.7373463187423
296,20.657946738115392,19.433002486553278,14.86809758551159
297,20.28273313998284,19.265142559014055,16.089208871250186
298,24.219715459668873,17.590602058020746,11.410798880952788
299,18.660211588949952,19.82558472767938,9.137867695630717
300,19.659029889928057,13.425515118784812,12.100659547072755
301,23.753033381732845,15.760477210554887,12.159425446154902
302,11.880647365590363,17.989181753150334,14.260487869682697
303,27.73464625487457,13.762256399370104,12.763109603839597
304,19.1222265766984,21.309046830794173,11.66260689922401
305,19.255596865966528,17.43073004051356,12.651258496811835
306,15.991048734522623,15.777728196096984,15.758242119605958
307,13.38068115265023,15.535025116623185,9.55146402760888
308,23.37770983016179,8.903590994751992,10.044469389373006
309,19.697453437790344,21.260938011075353,11.76577067712882
310,15.501602129880608,22.52632792082339,6.9291511593896535
311,8.105373195209632,16.766797280874894,10.24652280997747
312,13.40445232291179,17.83655534105003,12.853961498142695
313,15.461646161684723,9.880512978644928,15.057494953677855
314,20.925905300813973,14.601303600415108,18.4620641236552
315,13.184618551532314,8.901181237689734,9.583804229788656
316,17.79486292640026,15.973497246252208,11.155256269463269
317,19.584249284314335,9.992764618163726,17.055075038597696
318,17.63031969723344,19.469433831996433,13.197351360346856
319,20.055389486192027,17.277668366596536,13.564811565270015
320,20.89225241940395,20.31463842206687,12.683659222285945
321,21.190516909148304,14.638884019814018,17.03910133927549
322,14.956234640733285,22.20583296099933,11.857070478724863
323,11.561512040468784,15.516803262518295,9.619069692454643
324,21.78289597044926,12.386928025563106,10.437962714149561
325,9.497066710745111,13.196567261349063,3.521369628071234
326,10.872437294314246,18.046512867033897,14.752036640898732
327,19.914559028032343,11.130792408611143,11.834154981350471
328,17.983788574092443,10.366553646596739,17.26434683471738
329,21.94813030759052,14.113454186548518,12.092715156104207
330,18.937722635763986,6.832424168745181,11.138752839128745
331,14.931070884009907,10.995611622389895,11.019704907301637
332,26.08958937082285,17.557860245875126,9.995725686781618
333,20.576622516102713,20.59566496542572,15.23205184438382
334,18.268336664640785,12.412070864102873,14.445021511602572
335,19.770684234397873,18.579565678384114,14.22037875091495
336,22.722987218937007,12.855842589620423,16.609792734425685
337,18.889198221115798,23.30043535124269,9.583042330552399
338,25.811837114243623,15.786321653481151,9.715955243139003
339,15.822513746755552,13.720094398183791,13.486278461944412
340,20.352759696159747,12.703598011018562,11.91486725742623
341,27.64021661375339,21.903603952434867,13.518960626776057
342,18.1710156517569,15.480008673875863,14.146978329841984
343,13.397433456607175,13.973629317513733,6.162660618049014
344,19.79650405172376,17.587559260479345,10.306638043659747
345,25.082940434805145,10.092114047780427,6.873956701894055
346,19.010033183519873,19.187703968713322,17.89105893992675
347,15.93502081708977,19.316128684228993,11.863910319437924
348,17.223177150266313,18.535167866352786,14.281626880526707
349,10.906235293570877,20.910991777827707,16.830526370825403
350,15.184967843207119,16.585131205531074,13.7295893851705
351,19.173031946207583,12.7979809879503,9.649931347080338
352,17.885006680538496,19.69099303052411,13.900176356507743
353,16.332235505612523,18.08792997992895,2.0292565514396124
354,23.169445651674465,8.037625617966091,10.732707426134205
355,12.961485474182354,9.824707740616272,16.067990873758824
356,15.895344594096489,16.387448763925512,11.836033310774855
357,20.146683722504047,15.305825201294192,7.508359565989633
358,22.48320068751213,13.021920391698048,6.550905378239902
359,16.073481775653395,21.004349700812263,14.973508318827157
360,16.431065395164634,13.60403831593319,10.875751527343857
361,27.345365926023785,16.521375507047992,13.499954515926959
362,22.63627554314329,15.951998228916715,11.09067352290066
363,17.116425679117597,14.714196917414723,11.870287958778603
364,21.27433294636641,15.205553080184737,14.562593631610916
365,17.636775389511378,15.314788089350298,5.006304416467369
366,22.12347453616117,16.383144678433066,15.490367848756762
367,4.966850798128398,23.362374254712186,11.513138470965803
368,22.986822675318823,10.836980601315135,14.144565442794026
369,13.259629965718547,12.508153923396236,18.702648711079632
370,17.14192919656494,15.870315735894103,15.045179128881154
371,20.23056849587672,15.600156030764389,13.275998933333629
372,28.815370133572237,14.762157692409772,12.698894711922895
373,22.727944782034253,19.418881863628034,16.15005124452517
374,20.87428599913133,10.426023792504077,17.718074614933546
375,12.841445731415904,16.21405539677122,9.361816000108387
376,17.711377440331532,16.315245858282783,13.124190712460543
377,19.89864339405878,21.453549867698545,13.583069810329816
378,16.90129514119208,18.857095953889523,16.161623920032937
379,12.475764831883534,17.39336256262378,14.455433055889472
380,16.660964234880037,20.503737758545775,11.472527536380838
381,18.565094040621943,14.307327976775007,12.054627185675459
382,13.066762108971592,9.243158571781944,17.586122000494157
383,14.188673932567525,11.037027956254622,4.467019567387285
384,15.12467213539724,9.709600989085668,17.751194842685052
385,22.544176902041855,12.24430403632201,19.882844549797852
386,22.417944691462175,13.697665442823226,3.250696973010303
387,28.309241576658337,9.434689341280095,6.239206010887818
388,22.60156694404338,24.755872275838126,16.837640467477776
389,20.53759104023562,17.37728811811712,14.984506560408185
390,21.415178654040442,16.122439022651005,12.362507666219974
391,17.71833092445215,11.984334396715811,11.019362496448824
392,10.381694336120766,14.611831026967765,8.54371382659506
393,13.033848072529029,15.722959224437803,16.87395578382057
394,22.13242472701041,8.715184515197215,8.537682032431341
395,22.23347034594697,11.067167834905584,11.213873910707985
396,20.475234445610482,11.12493724378364,12.369698685858223
397,11.99688527286808,12.59861931737685,13.123322794695602
398,10.831528199107488,16.766781436426573,11.93369989099644
399,20.486204794877168,15.893962726424935,16.772850477816156
400,18.56351026191558,13.281994489309774,12.428683901425778
401,20.444841130663747,15.19377485307007,12.140820790242337
402,14.8410374048696,12.350548922720774,7.093765587191344
403,25.873095344341227,10.019185543709622,9.573767182866927
404,14.767167304938612,18.581898589677415,10.967302440104245
405,23.614839327031802,12.302213591651784,12.975268103520493
406,14.240938260331092,23.58315457999666,7.840638688129424
407,19.394193196021625,17.53415708627313,13.44630342950803
408,17.166205535050313,14.481285315597052,12.1540054746257
409,17.3384909926718,18.855965940169206,19.73510176731756
410,15.491286967464749,9.52249856947802,11.695083524405891
411,29.608692019444433,11.777395091869282,17.73315896445186
412,25.54965366334398,12.780505028915577,13.989068036705879
413,25.32778480407842,13.478497958974335,11.284832506292005
414,15.382435887231104,10.942757294928574,9.730901013311007
415,12.492268799569846,15.140085575748763,9.307606309301494
416,19.052036603058365,8.775702618900048,13.160873776484866
417,21.75088032724016,7.0225047559691465,13.311649847391275
418,23.524510466129815,10.157674173565496,17.853965124805026
419,19.885585542147204,12.178668986502975,11.80541314808092
420,20.51247110634775,15.30231003751463,13.88430613958601
421,13.85696883114285,15.680265236973213,7.053586748902804
422,17.49948272393085,11.384711436909571,9.427790466560198
423,23.562419288446968,19.361450205585392,14.12706791961478
424,13.084592558973394,13.737714837951716,16.24881461366759
425,18.63772611137957,24.276881031158908,13.371413112060823
426,18.864221024205143,13.762945818305631,12.467640616593437
427,17.313885736287553,17.832901240695993,15.347282834960284
428,14.463047427714226,9.677479041933896,5.577754974423665
429,20.285960971106448,10.58497772596533,4.4661442426326925
430,19.74860372038934,24.970804032119155,11.97266500303924
431,21.773208485032388,15.3247471132395,11.651943485527568
432,22.13584417344496,13.83608492005034,12.934545877920225
433,19.44764012788206,12.326652870176169,15.472879247608942
434,17.21268109487066,11.977556553605137,13.879749635242764
435,13.956894081940332,15.115478669286297,11.969920583341747
436,22.8865300462421,16.895463779508873,11.909110619931251
437,21.679948346401293,20.558321865129727,13.947672256342825
438,18.046586789295212,9.752624877486511,8.274852986585563
439,16.626488830403996,12.56288751218738,11.347532600264692
440,18.25492466203698,17.1185967463469,11.752015787131402
441,20.189257397217908,15.256406310565206,5.084706364190742
442,13.772990727815605,14.426529290086982,7.76835719334109
443,20.69967928498292,21.121162570625586,16.261164757516088
444,17.039507080814065,20.963557062726714,12.51763725601084
445,16.48311312996882,12.547423335535825,10.943363880485702
446,16.25320431656447,15.682854567318483,12.562468128432801
447,18.013707090690364,16.747742828836113,16.16633096636457
448,22.272993609485958,9.05749920298502,3.0624117526279857
449,22.204439600576734,9.529622841959014,11.214236688586961
450,12.734491382732882,7.795667112281042,13.901395625497752
451,21.41619822136191,12.691632036737357,2.930970663309532
452,15.541899982863828,16.568889963935302,6.824136770917946
453,18.8251196390062,14.938198568330677,14.02716479509489
454,18.53811165786369,11.107358829779626,16.189801951767315
455,17.286616921378634,14.891267814554146,8.733955657404852
456,16.005229869638203,11.462148975692937,11.397493923157134
457,25.702688160640548,9.507150141475538,6.3518220774052425
458,24.620266473721237,14.158195960470447,9.655582948983806
459,22.679571093282345,12.57435093366675,18.390115901411374
460,21.050666421026712,13.046276895050687,19.550175682075206
461,15.274282846484978,17.9702373137229,13.04723456100551
462,23.85783580229459,21.242052726769455,12.105967857992184
463,14.609619583442175,16.842197482478724,9.62861576535544
464,27.060242613869804,15.53996953027091,10.71683650104217
465,18.83106137639209,9.610930323754049,8.601808113275123
466,23.401862585749914,12.368744028220032,8.33466663125014
467,20.414937386372788,19.74117022494624,14.512697995422624
468,22.482214586126172,11.969767350716218,7.023160659636471
469,24.75600143379969,13.704678987241971,11.119597240653652
470,23.97687363832076,17.220848072275516,13.591627853280828
471,27.742510552054878,12.419291455008082,15.244228576740355
472,18.25655906203688,16.074194037720872,17.34894978349167
473,20.285260903303307,17.151627015584946,15.75156514270261
474,16.357712717057016,11.644281005499256,8.345712400298954
475,9.151395347807991,23.230853575404915,8.138579130814774
476,17.004358693864027,13.893425334050718,13.076974877888668
477,21.670817456426835,18.439392464433087,9.955689969285599
478,17.247952287961148,16.130831748065013,11.129337194864025
479,25.233055092089966,16.958972235286662,14.567641134234854
480,20.982965709003356,19.69186212246951,12.629696927652745
481,12.16425623419869,16.60272651510685,9.722144853743547
482,15.621224932126093,17.347075754460203,16.33386632341812
483,18.095722095312276,16.235266483928623,17.957052813358473
484,19.083389307698557,25.40599142057143,13.97327867425643
485,10.07656758379882,18.018762863746954,13.336179227443663
486,23.803887393372356,17.688771136735816,11.511259546848018
487,12.490657936697854,14.167660056381987,9.026205458728485
488,15.387644475878748,17.356092404280044,17.844645681739603
489,19.776021884203416,10.215259370229763,13.557802000746845
490,23.38484168990543,12.557201065747247,11.529702283971488
491,18.066096876281385,11.860362645832843,14.270607814342181
492,17.455733331264984,16.67850002511005,8.893147542077985
493,16.031437648544653,17.890865523312,10.694481824014021
494,25.771337330550324,13.39616206653813,12.78359501848938
495,22.196658743428905,9.323680064505536,5.8381991286353925
496,11.134546584434574,20.055011523404517,10.069050473611561
497,29.511896785507133,12.73516862264843,12.641721167303627
498,24.93949478655544,23.01964216853728,19.20776667404035
499,23.437648037669142,19.092544896809564,14.069129432257172
500,21.50262484274987,12.792871872713462,9.135826293530988
501,17.984814941650715,14.319272053503935,10.41406904950059
502,21.13374351355522,18.819085076598224,12.305935852910588
503,24.64888536474868,10.428715813068393,11.321485053521275
504,14.774299557287378,7.53605299863356,11.716073988670848
505,17.452136212275224,21.054170387913203,14.204899871412392
506,13.391159290518578,22.41950752642888,16.271861513818347
507,20.61943966560877,14.092279567162638,8.641213588660053
508,16.32506950768026,19.356134125091653,18.594535345425967
509,24.94459587722485,13.03987238433539,8.07911545983253
510,18.633988111100418,7.925812756337098,13.134525083610887
511,17.33578836165599,13.136306985934507,6.419837393399153
512,20.311200479563723,12.867622929175983,7.90533374778901
513,5.074820040232577,14.89874475429279,18.208999571398348
514,25.475666465465416,13.166523254488736,9.889717404443429
515,20.109484152337608,11.00502248265028,13.057390847175935
516,21.447361252731106,19.905383189466917,11.64525178299938
517,17.083468124203655,11.488695005091419,9.10820452485934
518,16.98084498644313,16.470155821287555,15.197247032980783
519,14.385694721938448,20.973214506211722,11.049609826799088
520,17.903847175432038,12.011219658157989,3.5167857954729964
521,21.978204283624724,17.944664859567542,11.011931149012938
522,18.301458227511922,17.063550918270742,6.529860138559928
523,15.619262951941673,18.178679490203105,7.609427490446574
524,19.32101069474983,9.572774532017558,13.634750497557969
525,17.839613329661326,8.539583885158311,16.08007352014667
526,14.69433790440878,11.761242946336077,12.705254287594695
527,23.16886807242922,10.933193000382488,12.215600676838262
528,19.92967425148758,17.771107164251774,12.615175809578117
529,16.34837472412505,11.69076513944425,12.304026562938894
530,13.175374446064769,3.317887923694272,13.536393421416276
531,22.06770678488788,5.545502202647629,8.46902747062201
532,20.78619417452339,23.228081569433257,12.06712442820095
533,14.723986764468897,14.270645997002713,16.81398884667499
534,15.093161193939592,11.805212985338173,10.313450189371233
535,13.710021262835795,15.493603357028263,17.688125789037915
536,19.45385672902213,13.989595953348093,10.978512042550996
